id,cr,state,daysremaining
3524,386600,limited,-1
1990,779000,limited,-1
3439,229200,limited,-1
1895,400000,normal,-1
201,28600,normal,5
1671,67400,normal,7
137,14400,normal,4
1973,22200,limited,2
3547,26700,limited,3
63,48900,normal,7
37,52500,normal,8
3549,47000,new,8
3422,214100,limited,3
1461,55200,limited,2
3384,45300,limited,2
78,59900,soldout,1
3385,220000,limited,2
773,178600,normal,12
211,80100,normal,8
3432,42000,normal,4
379,55000,normal,8
843,107000,limited,2
301,39600,normal,12
203,62200,normal,8
3359,140200,normal,6
210,401100,normal,6
1722,194100,normal,5
1539,137700,normal,6
1545,318700,normal,6
1507,310900,limited,3
1504,243200,new,12
1893,267200,normal,8
1689,122400,normal,10
3398,770800,normal,6
