id,cr,state,daysremaining
201,35000,soldout,-1
3385,250000,limited,-1
3344,200000,normal,-1
3466,200000,normal,-1
931,100000,normal,-1
301,55000,normal,-1
211,90000,normal,-1
1508,200000,normal,-1
1933,22700,normal,9
3513,51400,limited,3
810,51900,limited,3
1385,11800,soldout,1
1796,142200,limited,2
919,31800,normal,10
1523,15500,normal,4
3356,40800,normal,5
3530,169000,normal,6
1537,18500,new,7
1729,36100,limited,2
203,61200,soldout,1
104,89700,normal,9
3377,63200,new,9
1542,53000,normal,5
102,179600,normal,5
773,178600,normal,4
1895,333900,new,7
533,499300,normal,6
942,90600,normal,5
1410,288600,new,7
293,402700,normal,6
1506,249200,normal,4
3358,155600,normal,6
1365,137100,normal,5
1545,340400,normal,6
1458,33000,normal,6
3359,137000,limited,3
3404,438500,normal,5
