id,cr,state,daysremaining
3434,450000,limited,-1
821,65000,soldout,-1
1689,140000,soldout,-1
919,31900,new,11
3356,40600,normal,4
1537,21400,new,7
1523,17800,limited,2
3530,167300,normal,5
1796,137500,limited,3
1044,48100,soldout,1
145,13000,limited,2
204,47400,new,9
1933,22400,normal,7
207,58100,normal,5
688,61200,normal,8
41,51500,limited,3
3341,162200,normal,6
959,45400,limited,2
1773,42000,normal,8
451,177300,normal,4
334,82300,soldout,1
1448,61100,normal,4
3453,75700,limited,2
396,431600,normal,5
345,97800,normal,10
1578,287200,normal,7
489,155200,normal,12
1365,137600,normal,9
942,86100,normal,6
205,214300,normal,6
1990,789300,normal,7
1528,493500,new,9
1480,98400,normal,9
