id,cr,state,daysremaining
1544,366700,normal,-1
3551,74600,normal,-1
1506,253100,normal,-1
709,70000,normal,-1
3549,47000,normal,5
1385,11800,normal,8
1796,142200,new,9
37,52500,normal,5
3513,51400,new,9
1044,46300,normal,8
1985,87900,normal,4
145,15700,normal,7
3403,40500,normal,6
63,46800,limited,3
533,539300,normal,6
3377,61100,new,9
1542,58200,normal,7
203,62100,limited,3
102,162200,normal,7
1895,338000,new,7
104,81600,normal,8
1729,36800,limited,2
374,53800,new,10
1508,174200,new,9
1507,310900,normal,6
1365,137600,soldout,1
3398,770800,normal,9
1539,137700,normal,7
489,155200,soldout,1
3439,229200,limited,3
210,401100,normal,8
1481,711800,soldout,1
1893,267200,normal,10
1722,194100,normal,7
