id,cr,state,daysremaining
3551,90000,normal,-1
3549,50000,normal,-1
1461,65000,normal,-1
3513,60000,normal,-1
78,60000,normal,-1
1448,62000,normal,-1
919,31800,soldout,1
135,48700,normal,4
3438,58200,limited,3
3442,29800,limited,3
3454,140400,normal,6
829,98900,normal,7
779,16000,normal,4
48,106400,normal,7
37,50800,new,10
173,151900,limited,3
3377,63200,normal,5
1027,458900,new,7
1508,162400,normal,6
102,179600,soldout,1
533,499300,limited,2
1895,333900,limited,3
374,58900,normal,6
104,89700,normal,4
3471,67700,normal,5
24,58400,normal,5
3358,155600,normal,5
1545,340400,normal,5
1410,288600,normal,6
1458,33000,normal,5
3404,438500,normal,4
1365,137100,normal,5
942,90600,limited,3
1506,249200,limited,2
3359,137000,limited,3
293,402700,normal,4
