id,cr,state,daysremaining
3466,200000,normal,-1
3530,167300,new,8
1523,17800,normal,5
3513,53900,limited,3
3356,40600,normal,6
1044,48100,normal,4
1796,137500,normal,6
145,13000,normal,5
1385,12200,limited,2
810,48900,limited,3
1933,22400,normal,10
334,82300,normal,7
3453,75700,normal,9
24,48500,soldout,1
451,177300,new,9
959,45400,normal,7
1370,21900,limited,2
374,61100,limited,3
709,62300,limited,3
1508,168100,limited,2
1027,451600,limited,2
3404,409500,normal,5
3424,99700,normal,5
3434,372000,limited,3
1504,248000,limited,3
1373,105600,normal,7
1410,309000,new,7
293,398700,normal,5
3358,155500,normal,7
1402,115000,normal,5
1458,36000,normal,5
