id,cr,state,daysremaining
201,35000,limited,-1
3385,250000,normal,-1
3344,200000,normal,-1
3466,200000,normal,-1
931,100000,normal,-1
301,55000,normal,-1
211,90000,normal,-1
1508,200000,normal,-1
1933,22700,normal,10
3513,51400,normal,4
810,51900,normal,4
1385,11800,limited,2
1796,142200,limited,3
919,31800,new,11
1523,15500,normal,5
3356,40800,normal,6
3530,169000,normal,7
1729,36100,limited,3
203,61200,limited,2
104,89700,new,10
379,62300,soldout,1
1542,53000,normal,6
102,179600,normal,6
773,178600,normal,5
3432,43600,soldout,1
533,499300,new,7
942,90600,normal,6
1689,114800,soldout,1
293,402700,normal,7
1506,249200,normal,5
3358,155600,normal,7
1365,137100,normal,6
1545,340400,new,7
1458,33000,new,7
3359,137000,normal,4
3404,438500,normal,6
