id,cr,state,daysremaining
3530,180000,normal,-1
1973,22100,new,7
1778,35800,normal,10
137,16800,normal,8
821,58100,normal,4
1461,49700,normal,7
3547,24100,new,7
3422,211200,normal,4
1527,13300,normal,6
3454,141500,soldout,1
201,26500,normal,5
3385,215600,normal,4
78,59300,normal,5
379,53600,normal,7
843,115900,normal,8
773,176500,normal,9
203,62100,new,9
211,77500,normal,6
1729,36800,new,8
301,44200,normal,7
1542,50900,new,9
3358,155500,normal,8
3404,409500,normal,4
1402,115000,normal,6
1458,36000,normal,6
3424,99700,normal,5
1504,248000,limited,2
1410,309000,new,7
293,398700,normal,5
3434,372000,limited,2
1373,105600,normal,7
