id,cr,state,daysremaining
1985,110000,soldout,-1
919,31900,limited,2
829,101900,normal,6
48,98500,normal,7
3438,57000,limited,3
779,17700,limited,3
3442,31800,limited,2
173,147400,limited,3
135,49600,limited,3
3454,141500,new,7
3422,211200,normal,9
533,495800,limited,3
3432,47100,normal,7
514,100100,normal,5
3377,71900,normal,6
3443,166400,limited,2
1895,343900,normal,6
3466,193500,normal,7
3344,179700,normal,4
104,72400,normal,5
931,87800,limited,2
1481,711800,limited,3
345,97800,soldout,1
3398,801800,normal,10
489,155200,limited,3
1507,308300,new,8
3439,215600,normal,4
1722,197300,normal,8
210,396600,normal,9
1539,147400,new,9
1893,259100,new,11
