id,cr,state,daysremaining
3547,30000,normal,-1
3439,260000,new,-1
829,101900,normal,8
779,17700,normal,6
135,49600,normal,6
3442,31800,normal,4
173,147400,normal,6
48,98500,normal,8
1933,22400,soldout,1
3438,57000,normal,5
919,31900,limited,2
204,47400,limited,2
1773,42000,limited,2
533,495800,normal,5
104,72400,normal,7
514,100100,normal,6
3377,71900,normal,7
3466,193500,normal,8
3344,179700,normal,4
3443,166400,soldout,1
3432,47100,normal,7
931,87800,soldout,1
1539,147400,normal,5
1507,308300,limited,3
1545,337200,normal,5
1893,259100,normal,7
210,396600,normal,5
1504,248000,normal,10
1689,115400,normal,8
3359,142500,normal,4
1722,197300,limited,2
3398,801800,normal,5
