id,cr,state,daysremaining
1729,50000,limited,-1
3442,29800,new,8
3356,40800,limited,2
3530,169000,limited,2
135,48700,normal,9
3438,58200,normal,8
1933,22700,normal,4
204,58100,normal,5
1537,18500,limited,2
173,151900,normal,7
919,31800,normal,5
1027,458900,limited,3
24,58400,soldout,1
451,178300,new,9
1370,23300,limited,2
3453,86100,normal,9
959,43300,normal,8
334,72800,normal,7
709,60300,normal,4
374,58900,soldout,1
187,70100,limited,3
1373,106400,normal,8
1378,207400,soldout,1
1399,70200,limited,3
3524,393800,limited,2
3431,220000,limited,2
396,440400,normal,6
1544,363500,normal,6
3389,72700,normal,4
1541,67600,limited,3
