id,cr,state,daysremaining
799,65800,normal,-1
919,40000,normal,-1
3344,200000,normal,-1
3466,200000,normal,-1
3403,45700,new,7
3549,47000,normal,4
1527,14100,normal,7
1985,86300,normal,5
1671,67400,limited,2
821,53600,normal,5
1385,12300,normal,9
145,14300,normal,8
1796,138100,new,9
1044,46300,normal,7
211,80100,limited,2
3551,75300,normal,7
203,59100,normal,8
1729,42300,normal,7
1542,51900,new,9
3432,42000,limited,3
379,55000,soldout,1
102,167300,normal,10
773,178600,normal,4
301,39600,normal,4
3359,143800,normal,6
1402,114400,limited,3
1480,99000,limited,3
1545,321600,new,7
942,77800,normal,6
1506,258500,normal,7
1365,135900,limited,3
293,398200,limited,2
3358,161700,limited,2
3404,413800,soldout,1
