id,cr,state,daysremaining
3434,450000,normal,-1
821,65000,normal,-1
204,65000,normal,-1
1689,140000,normal,-1
1385,12200,normal,6
3356,40600,normal,10
3513,53900,normal,6
63,46800,limited,2
3403,46700,limited,3
1796,137500,normal,9
1044,48100,normal,7
145,13000,normal,8
810,48900,normal,6
1985,81700,soldout,1
374,61100,limited,3
1508,168100,limited,3
24,48500,limited,2
1370,21900,limited,3
959,45400,normal,8
709,62300,normal,4
3471,80700,soldout,1
334,82300,normal,7
1027,451600,limited,3
3453,75700,normal,8
396,431600,normal,11
1378,201100,normal,4
3524,390000,normal,4
1399,69900,normal,4
1426,399300,soldout,1
942,86100,normal,12
3431,226500,normal,4
187,72500,normal,4
3389,72800,normal,6
1541,63100,normal,4
