id,cr,state,daysremaining
3555,147100,normal,-1
3434,450000,soldout,-1
3454,140400,new,7
3438,58200,normal,4
135,48700,normal,4
204,58100,soldout,1
173,151900,normal,4
919,31800,soldout,1
3442,29800,limited,3
829,98900,normal,7
779,16000,normal,4
48,106400,normal,7
374,58900,limited,2
709,60300,new,6
3453,86100,new,10
1027,458900,limited,3
1370,23300,limited,2
3471,67700,soldout,1
24,58400,soldout,1
959,43300,normal,8
334,72800,normal,7
1378,207400,normal,7
1544,363500,normal,8
3524,393800,normal,6
1384,30800,limited,3
1399,70200,normal,6
1426,397100,limited,3
3431,220000,normal,5
1541,67600,normal,5
82,194000,limited,2
187,70100,normal,6
