id,cr,state,daysremaining
187,95000,normal,-1
3524,386600,new,-1
3454,140400,limited,2
48,106400,limited,2
137,14400,normal,11
1973,22200,normal,9
3547,26700,normal,10
1527,12900,normal,5
821,48200,normal,5
1778,28800,normal,7
829,98900,limited,3
1461,55200,normal,9
3384,45300,new,9
78,59900,normal,8
3385,220000,normal,9
3344,168400,normal,6
3443,165200,normal,4
931,91100,normal,4
1773,37900,limited,2
843,107000,normal,9
3466,185400,normal,6
514,106000,normal,6
489,154300,normal,6
1528,495200,limited,2
1365,135900,soldout,1
1990,779000,normal,4
1578,290200,normal,6
205,216300,limited,2
345,106700,normal,7
1481,701600,normal,4
3439,229200,normal,5
3424,91400,soldout,1
