id,cr,state,daysremaining
3434,450000,normal,-1
821,65000,new,-1
204,65000,new,-1
1689,140000,new,-1
1385,12200,normal,9
1778,35800,limited,2
3513,53900,new,9
63,46800,normal,5
3403,46700,normal,6
1796,137500,normal,12
1044,48100,normal,10
145,13000,normal,11
1671,57100,limited,2
1985,81700,normal,4
374,61100,normal,6
1508,168100,normal,6
24,48500,normal,5
1370,21900,new,6
773,176500,soldout,1
203,62100,soldout,1
3471,80700,normal,4
334,82300,new,10
1027,451600,normal,6
1542,50900,soldout,1
396,431600,new,14
1378,201100,normal,7
3524,390000,normal,7
1399,69900,normal,7
1426,399300,normal,4
82,192300,limited,2
3431,226500,normal,7
187,72500,normal,7
1384,26800,limited,2
1541,63100,normal,7
