id,cr,state,daysremaining
3422,250000,soldout,-1
919,31800,normal,5
135,48700,normal,8
3438,58200,normal,7
3442,29800,normal,7
1933,22700,limited,3
829,98900,new,11
3530,169000,soldout,1
1537,18500,limited,2
204,58100,normal,4
173,151900,normal,7
3377,63200,new,9
1542,53000,normal,4
3432,43600,soldout,1
102,179600,normal,5
533,499300,normal,6
1895,333900,new,7
374,58900,new,10
104,89700,normal,8
773,178600,limited,3
301,39600,limited,3
3358,155600,normal,9
1402,111800,limited,2
1689,114800,limited,3
1480,99000,limited,2
3404,438500,normal,8
1365,137100,normal,9
942,90600,normal,7
1506,249200,normal,6
3359,137000,new,7
293,402700,normal,8
