id,cr,state,daysremaining
3344,200000,limited,-1
3466,200000,limited,-1
187,95000,normal,-1
137,20000,new,-1
779,20000,new,-1
145,16000,new,-1
3547,24700,normal,5
829,98900,limited,2
3422,206500,normal,5
1671,54300,normal,9
201,28600,new,8
37,50800,normal,4
63,58400,new,10
1461,52100,limited,3
1973,23900,new,6
3341,172800,soldout,1
3385,220000,normal,8
3443,172000,normal,6
688,60300,limited,2
211,80700,normal,10
931,96400,normal,6
1773,40300,limited,3
514,98700,normal,6
1990,790200,limited,2
1722,184100,normal,8
1528,492000,soldout,1
3398,771300,normal,11
210,396400,normal,10
1507,313200,new,8
1481,694000,limited,2
3439,228000,limited,2
1578,313400,limited,2
345,99100,normal,4
