id,cr,state,daysremaining
1544,366700,normal,-1
3551,74600,normal,-1
1506,253100,normal,-1
3422,250000,normal,-1
1933,22700,normal,8
1537,18500,normal,6
173,151900,new,11
1523,15500,limited,2
3438,58200,new,10
204,58100,normal,8
810,51900,limited,2
919,31800,normal,9
3530,169000,normal,5
3356,40800,normal,5
1027,472300,normal,4
451,176100,new,9
1370,24100,normal,4
41,63100,new,7
334,81900,normal,8
959,42100,normal,8
709,52500,normal,5
3453,86100,normal,9
374,53800,soldout,1
207,53600,new,8
3434,392500,normal,5
1689,122400,normal,4
1365,135900,new,14
3404,413800,normal,7
3358,161700,normal,10
1504,243200,normal,6
1402,114400,normal,8
1480,99000,normal,10
1893,267200,soldout,1
293,398200,normal,7
