id,cr,state,daysremaining
3551,90000,limited,-1
3549,50000,limited,-1
1461,65000,normal,-1
3513,60000,normal,-1
78,60000,normal,-1
1448,62000,normal,-1
919,40000,normal,-1
1778,28800,normal,5
135,48700,limited,2
3438,58200,soldout,1
3442,29800,soldout,1
3454,140400,normal,4
829,98900,normal,5
779,16000,limited,2
48,106400,normal,5
37,50800,normal,8
173,151900,soldout,1
3377,63200,limited,3
1027,458900,normal,5
1508,162400,normal,4
1370,23300,normal,5
334,72800,new,10
1895,333900,soldout,1
374,58900,normal,4
104,89700,limited,2
3471,67700,limited,3
24,58400,limited,3
3358,155600,limited,3
1545,340400,limited,3
1410,288600,normal,4
1458,33000,limited,3
3404,438500,limited,2
1365,137100,limited,3
942,90600,soldout,1
82,194000,new,8
3359,137000,soldout,1
293,402700,limited,2
