id,cr,state,daysremaining
3466,200000,normal,-1
3403,46700,soldout,1
1523,17800,new,6
3513,53900,normal,4
3356,40600,normal,7
1044,48100,normal,5
1796,137500,normal,7
145,13000,normal,6
1385,12200,limited,3
810,48900,normal,4
1933,22400,normal,11
334,82300,normal,8
3453,75700,new,10
24,48500,limited,2
3471,80700,soldout,1
959,45400,normal,8
1370,21900,limited,3
374,61100,normal,4
709,62300,normal,4
1508,168100,limited,3
1027,451600,limited,3
3404,409500,normal,6
3424,99700,normal,6
3434,372000,normal,4
1504,248000,normal,4
1373,105600,normal,8
1689,115400,soldout,1
293,398700,normal,6
3358,155500,normal,8
1402,115000,normal,6
1458,36000,normal,6
