id,cr,state,daysremaining
1410,350000,limited,-1
173,151900,soldout,1
1778,28800,new,11
779,16000,limited,2
3547,26700,new,13
48,106400,normal,5
829,98900,normal,5
3438,58200,soldout,1
3454,140400,limited,3
1527,12900,normal,8
135,48700,soldout,1
3443,165200,normal,8
207,53600,limited,2
3453,86100,limited,3
1448,59900,limited,2
451,176100,limited,2
931,91100,new,9
1773,37900,normal,7
688,62300,normal,5
3344,168400,normal,10
3341,170400,limited,3
1507,310900,normal,6
1578,290200,limited,2
1539,137700,new,9
345,106700,limited,3
1893,267200,new,11
489,154300,soldout,1
3398,770800,normal,9
3439,229200,soldout,1
210,401100,normal,8
1722,194100,normal,7
