id,cr,state,daysremaining
3555,147100,limited,-1
1410,350000,limited,-1
1990,790200,normal,-1
3439,260000,normal,-1
3524,400000,normal,-1
1985,87900,normal,6
1671,54300,limited,3
1527,14400,normal,8
821,50200,normal,6
63,58400,normal,4
1044,47200,normal,8
145,15700,new,10
1385,11800,new,10
3549,41800,limited,2
3466,183500,normal,4
843,112000,new,10
1773,40300,limited,3
211,80700,normal,9
514,98700,normal,5
78,57800,normal,7
3385,220000,normal,6
3443,172000,normal,4
931,96400,normal,4
3344,165200,normal,4
345,99100,normal,6
1578,313400,normal,4
205,217000,limited,2
1481,694000,normal,4
1722,184100,new,11
1528,492000,limited,3
3398,771300,new,12
3439,228000,normal,5
210,396400,new,11
