id,cr,state,daysremaining
1985,110000,normal,-1
919,31900,normal,7
829,101900,new,11
1537,21400,limited,3
3438,57000,normal,8
3530,167300,soldout,1
3442,31800,normal,7
173,147400,normal,8
135,49600,normal,8
204,47400,normal,5
1933,22400,limited,3
207,58100,soldout,1
688,61200,normal,4
514,100100,normal,10
3341,162200,limited,2
3443,166400,normal,7
1773,42000,normal,4
3466,193500,new,12
3344,179700,normal,9
104,72400,new,10
931,87800,normal,7
396,431600,soldout,1
345,97800,normal,6
1578,287200,limited,3
489,155200,normal,8
1365,137600,normal,5
942,86100,limited,2
205,214300,limited,2
1990,789300,limited,3
1528,493500,normal,5
1480,98400,normal,5
