id,cr,state,daysremaining
799,65800,normal,-1
919,40000,normal,-1
3344,200000,normal,-1
3466,200000,normal,-1
3384,55000,normal,-1
3403,40500,normal,5
3549,41800,limited,2
1527,14400,normal,5
1985,87900,limited,3
3513,51400,new,9
821,50200,limited,3
1385,11800,normal,7
145,15700,normal,6
1796,142200,normal,7
1044,47200,normal,5
533,499300,new,7
3551,83000,normal,5
203,61200,normal,6
1729,36100,normal,5
1542,53000,normal,7
3432,43600,soldout,1
104,89700,normal,9
102,179600,normal,8
773,178600,limited,2
301,39600,limited,2
3359,137000,normal,4
1402,111800,soldout,1
1480,99000,soldout,1
1545,340400,normal,5
942,90600,normal,4
1506,249200,normal,5
1365,137100,soldout,1
1410,288600,new,7
82,194000,new,8
1458,33000,normal,6
