id,cr,state,daysremaining
3549,50000,new,-1
3442,29800,normal,6
829,98900,new,11
779,16000,new,7
135,48700,normal,7
3438,58200,normal,6
1933,22700,limited,2
204,58100,limited,3
48,106400,new,9
173,151900,normal,5
919,31800,limited,3
1027,458900,soldout,1
41,54700,normal,6
451,178300,normal,7
688,60300,new,11
3453,86100,normal,7
959,43300,normal,6
334,72800,normal,5
709,60300,limited,2
207,58100,normal,7
187,70100,soldout,1
1373,106400,normal,6
1528,492000,normal,10
1399,70200,soldout,1
489,155400,new,8
205,217000,new,9
396,440400,normal,4
1544,363500,normal,4
3389,72700,limited,2
1541,67600,soldout,1
