id,cr,state,daysremaining
3434,450000,soldout,-1
1990,789300,normal,-1
3439,260000,normal,-1
779,17700,normal,4
3438,57000,normal,4
48,98500,normal,8
3442,31800,limited,3
173,147400,normal,4
829,101900,normal,6
135,49600,normal,4
919,31900,limited,2
204,47400,soldout,1
3422,211200,normal,10
3344,179700,normal,8
514,100100,normal,9
931,87800,normal,6
3466,193500,normal,10
3443,166400,normal,5
104,72400,normal,9
533,495800,normal,6
1773,42000,limited,2
688,61200,limited,2
3377,71900,new,9
1378,201100,normal,5
1426,399300,soldout,1
942,86100,new,13
3389,72800,new,7
3431,226500,normal,4
1541,63100,normal,4
187,72500,normal,4
396,431600,normal,10
3524,390000,normal,3
1399,69900,limited,3
