id,cr,state,daysremaining
37,60000,normal,-1
1895,400000,new,-1
1410,350000,new,-1
3434,450000,new,-1
3443,200000,new,-1
63,58400,normal,4
821,50200,normal,6
1044,47200,normal,8
1985,87900,normal,5
201,28600,soldout,1
145,15700,new,10
1385,11800,new,10
3549,41800,limited,2
1527,14400,normal,7
1671,54300,limited,2
3453,86100,limited,2
3341,172800,limited,3
207,58100,soldout,1
1448,58400,soldout,1
3344,165200,normal,9
931,96400,new,9
688,60300,normal,4
1773,40300,normal,7
451,178300,soldout,1
3524,393800,soldout,1
1399,70200,soldout,1
1544,363500,limited,3
1528,492000,new,11
3389,72700,normal,5
489,155400,new,8
1373,106400,normal,8
396,440400,normal,6
1378,207400,soldout,1
187,70100,soldout,1
