id,cr,state,daysremaining
37,52100,normal,-1
102,176600,normal,-1
3549,40800,normal,-1
137,20000,normal,-1
779,20000,normal,-1
919,31900,new,11
3530,167300,normal,5
1537,21400,new,7
1523,17800,limited,2
3356,40600,limited,3
1044,48100,soldout,1
1796,137500,limited,3
145,13000,limited,2
204,47400,new,9
1933,22400,normal,7
451,177300,normal,5
959,45400,limited,3
207,58100,normal,6
1448,61100,normal,6
3453,75700,normal,5
688,61200,normal,9
334,82300,limited,2
1773,42000,normal,9
41,51500,limited,3
3341,162200,normal,7
1399,69900,normal,5
3431,226500,normal,5
1426,399300,limited,2
1541,63100,normal,5
82,192300,soldout,1
1384,26800,soldout,1
1378,201100,normal,5
187,72500,normal,5
396,431600,normal,11
3524,390000,normal,4
