id,cr,state,daysremaining
3439,260000,soldout,-1
3524,390000,soldout,-1
3513,60000,limited,-1
1527,13300,normal,8
1778,35800,normal,11
48,98500,limited,3
821,58100,normal,6
137,16800,normal,9
829,101900,soldout,1
1461,49700,normal,8
201,26500,normal,8
3454,141500,limited,3
3422,211200,normal,5
3344,179700,limited,3
514,100100,normal,4
931,87800,soldout,1
3466,193500,normal,5
3384,40000,new,7
104,72400,normal,4
533,495800,soldout,1
3432,47100,normal,5
1895,343900,normal,4
3377,71900,normal,4
1480,98400,new,11
1365,137600,normal,10
942,86100,normal,8
3389,72800,limited,2
489,155200,normal,13
205,214300,normal,7
1990,789300,normal,8
396,431600,normal,5
345,97800,normal,10
1578,287200,normal,7
