id,cr,state,daysremaining
3344,200000,soldout,-1
3466,200000,soldout,-1
187,95000,limited,-1
137,20000,normal,-1
779,20000,normal,-1
145,16000,normal,-1
3547,24700,limited,3
3549,41800,new,8
3422,206500,limited,3
1671,54300,normal,7
201,28600,normal,6
37,50800,limited,2
63,58400,normal,8
1461,52100,soldout,1
1973,23900,normal,4
78,57800,normal,8
3385,220000,normal,6
3443,172000,normal,4
843,112000,new,10
211,80700,normal,8
931,96400,normal,4
1773,40300,soldout,1
514,98700,normal,4
3434,367000,new,9
1722,184100,normal,6
1539,141800,normal,8
3398,771300,normal,9
210,396400,normal,8
1507,313200,normal,6
1402,111800,new,13
1480,99000,new,13
1504,242500,new,10
345,99100,limited,2
