id,cr,state,daysremaining
201,35000,soldout,-1
931,100000,soldout,-1
301,55000,soldout,-1
211,90000,soldout,-1
1508,200000,soldout,-1
1729,50000,limited,-1
1523,15500,soldout,1
3356,40800,limited,3
3530,169000,limited,3
135,48700,new,10
3438,58200,normal,9
1933,22700,normal,5
204,58100,normal,6
1537,18500,limited,3
173,151900,normal,8
919,31800,normal,6
1027,458900,normal,4
24,58400,limited,2
3471,67700,soldout,1
1370,23300,limited,3
3453,86100,new,10
959,43300,normal,9
334,72800,normal,8
709,60300,normal,5
374,58900,limited,2
187,70100,normal,4
1373,106400,normal,9
1378,207400,limited,2
1399,70200,normal,4
3524,393800,limited,3
3431,220000,limited,3
396,440400,normal,7
1544,363500,normal,7
3389,72700,normal,5
1541,67600,normal,4
