id,cr,state,daysremaining
37,52100,normal,-1
102,176600,normal,-1
3549,40800,normal,-1
137,20000,soldout,-1
779,20000,soldout,-1
1990,789300,normal,-1
3439,260000,normal,-1
919,31900,normal,8
3530,167300,limited,2
1537,21400,normal,4
3438,57000,normal,9
3442,31800,new,8
173,147400,normal,9
829,101900,new,11
135,49600,normal,9
204,47400,normal,6
1933,22400,normal,4
451,177300,limited,2
3443,166400,new,9
207,58100,limited,3
1448,61100,limited,3
3453,75700,limited,2
688,61200,normal,6
3344,179700,normal,11
1773,42000,normal,6
931,87800,new,9
3341,162200,normal,4
1399,69900,limited,2
3431,226500,limited,2
1365,137600,normal,13
1541,63100,limited,2
942,86100,normal,11
3389,72800,normal,5
1378,201100,limited,2
187,72500,limited,2
396,431600,normal,8
3524,390000,normal,1
