id,cr,state,daysremaining
1985,110000,normal,-1
919,31900,normal,6
829,101900,normal,10
1537,21400,limited,2
3438,57000,normal,7
779,17700,new,7
3442,31800,normal,6
173,147400,normal,7
135,49600,normal,7
204,47400,normal,4
1933,22400,limited,2
533,495800,new,7
688,61200,limited,3
514,100100,normal,9
3341,162200,soldout,1
3443,166400,normal,6
1773,42000,limited,3
3466,193500,normal,11
3344,179700,normal,8
104,72400,normal,9
931,87800,normal,6
1481,711800,new,7
345,97800,normal,5
1578,287200,limited,2
489,155200,normal,7
1365,137600,normal,4
942,86100,soldout,1
205,214300,soldout,1
1990,789300,limited,2
1528,493500,normal,4
1480,98400,normal,4
