id,cr,state,daysremaining
3434,450000,normal,-1
821,65000,normal,-1
204,65000,normal,-1
1689,140000,normal,-1
1385,12200,normal,4
3356,40600,normal,8
3513,53900,normal,4
1523,17800,new,6
3403,46700,soldout,1
1796,137500,normal,7
1044,48100,normal,5
145,13000,normal,6
810,48900,normal,4
1933,22400,normal,11
374,61100,soldout,1
1508,168100,soldout,1
41,51500,new,7
1370,21900,soldout,1
959,45400,normal,6
709,62300,limited,2
451,177300,normal,8
334,82300,normal,5
1027,451600,soldout,1
3453,75700,normal,6
396,431600,normal,9
1378,201100,limited,2
3524,390000,limited,2
1399,69900,limited,2
1365,137600,normal,13
942,86100,normal,10
3431,226500,limited,2
187,72500,limited,2
3389,72800,normal,4
1541,63100,limited,2
