id,cr,state,daysremaining
301,55000,limited,-1
821,48200,limited,2
1778,28800,normal,4
1461,55200,normal,5
3547,26700,normal,6
1671,67400,normal,10
3422,214100,normal,5
137,14400,normal,7
201,28600,normal,6
1527,12900,soldout,1
1973,22200,normal,4
3443,165200,soldout,1
514,106000,normal,6
3385,220000,normal,7
78,59900,normal,7
843,107000,normal,8
931,91100,limited,2
379,55000,new,13
3384,45300,normal,7
3344,168400,limited,3
3466,185400,limited,3
3434,392500,normal,7
1545,318700,limited,2
1539,137700,limited,2
1504,243200,normal,8
1893,267200,normal,4
1689,122400,normal,6
3398,770800,limited,2
3359,140200,soldout,1
210,401100,soldout,1
3404,413800,new,9
