id,cr,state,daysremaining
1544,366700,normal,-1
3551,74600,normal,-1
1506,253100,normal,-1
3422,250000,normal,-1
1933,22700,normal,10
1385,11800,soldout,1
1796,142200,limited,2
1523,15500,normal,4
3513,51400,limited,2
1044,46300,soldout,1
810,51900,normal,4
919,31800,new,11
3530,169000,normal,7
3356,40800,normal,7
1027,472300,normal,6
3377,61100,limited,2
1370,24100,new,6
24,48900,limited,2
334,81900,new,10
959,42100,new,10
104,81600,soldout,1
3471,65100,soldout,1
374,53800,limited,3
1508,174200,limited,2
3434,392500,normal,7
1689,122400,normal,6
3398,770800,limited,2
3404,413800,new,9
3359,140200,soldout,1
1504,243200,normal,8
210,401100,soldout,1
1545,318700,soldout,1
1893,267200,limited,3
293,398200,new,9
