id,cr,state,daysremaining
1895,400000,new,-1
201,26500,normal,5
1973,22100,normal,5
3547,24100,normal,6
1527,13300,normal,4
1778,35800,normal,7
821,58100,limited,2
137,16800,normal,5
1461,49700,normal,4
1671,57100,normal,8
3422,211200,soldout,1
211,77500,normal,5
203,62100,normal,8
843,115900,normal,7
773,176500,normal,8
3384,40000,soldout,1
301,44200,normal,6
1729,36800,normal,7
78,59300,normal,4
379,53600,normal,5
3385,215600,normal,4
3359,142500,limited,2
1689,115400,normal,5
3398,801800,limited,2
1545,337200,limited,2
3434,372000,new,8
1504,248000,normal,8
3404,409500,new,9
210,396600,soldout,1
1539,147400,soldout,1
1893,259100,limited,3
