id,cr,state,daysremaining
187,95000,limited,-1
3524,386600,normal,-1
201,28600,normal,9
1671,67400,normal,11
137,14400,normal,8
1973,22200,normal,6
3547,26700,normal,7
1527,12900,limited,2
821,48200,limited,2
1778,28800,normal,4
3422,214100,new,7
1461,55200,normal,6
3384,45300,normal,6
78,59900,normal,5
3385,220000,normal,6
3344,168400,limited,3
3443,165200,soldout,1
931,91100,soldout,1
379,55000,normal,12
843,107000,normal,6
3466,185400,limited,3
514,106000,limited,3
489,154300,limited,3
210,401100,normal,10
1722,194100,normal,9
1990,779000,normal,1
1578,290200,limited,3
1507,310900,normal,7
345,106700,normal,4
1481,701600,soldout,1
3439,229200,normal,2
3398,770800,normal,10
