id,cr,state,daysremaining
3434,450000,soldout,-1
919,31900,normal,9
3356,40600,limited,2
1537,21400,normal,5
3438,57000,new,10
3530,167300,limited,3
1796,137500,soldout,1
173,147400,normal,10
135,49600,new,10
204,47400,normal,7
1933,22400,normal,5
207,58100,limited,3
688,61200,normal,6
41,51500,soldout,1
3341,162200,normal,4
3443,166400,new,9
1773,42000,normal,6
451,177300,limited,2
3344,179700,normal,11
1448,61100,limited,2
931,87800,new,9
396,431600,limited,3
345,97800,normal,8
1578,287200,normal,5
489,155200,normal,10
1365,137600,normal,7
942,86100,normal,4
205,214300,normal,4
1990,789300,normal,5
1528,493500,normal,7
1480,98400,normal,7
