id,cr,state,daysremaining
3385,250000,soldout,-1
3344,200000,normal,-1
3466,200000,normal,-1
931,100000,normal,-1
301,55000,normal,-1
211,90000,normal,-1
1508,200000,normal,-1
1933,22700,normal,7
3513,51400,soldout,1
810,51900,soldout,1
204,58100,normal,8
173,151900,new,11
919,31800,normal,8
1523,15500,limited,2
3356,40800,limited,3
3530,169000,normal,4
1537,18500,normal,5
374,58900,normal,9
104,89700,normal,7
3377,63200,normal,7
1542,53000,limited,3
102,179600,limited,3
773,178600,limited,2
1895,333900,normal,5
533,499300,normal,4
942,90600,limited,3
1410,288600,normal,5
293,402700,normal,4
1506,249200,limited,2
3358,155600,normal,4
1365,137100,limited,3
1545,340400,normal,4
1458,33000,normal,4
3359,137000,soldout,1
3404,438500,limited,3
