id,cr,state,daysremaining
37,60000,soldout,-1
1895,400000,normal,-1
1410,350000,normal,-1
3434,450000,normal,-1
3443,200000,normal,-1
3356,40800,new,11
821,50200,limited,2
1044,47200,normal,4
1985,87900,soldout,1
3403,40500,normal,4
145,15700,normal,6
1385,11800,normal,6
1796,142200,normal,7
1527,14400,limited,3
3513,51400,normal,7
3385,220000,normal,7
78,57800,normal,8
3466,183500,normal,4
211,80700,normal,9
3344,165200,normal,5
931,96400,normal,5
843,112000,new,10
1773,40300,limited,3
514,98700,normal,5
205,217000,normal,6
1990,790200,normal,7
1578,313400,normal,8
1528,492000,normal,7
3389,72700,soldout,1
489,155400,normal,4
1373,106400,normal,4
396,440400,limited,2
3424,95000,normal,4
345,99100,normal,9
