id,cr,state,daysremaining
1796,142200,soldout,1
3513,51400,limited,3
3530,169000,normal,6
919,31800,new,11
1537,18500,new,7
3356,40800,normal,5
810,51900,limited,2
1933,22700,normal,7
204,58100,new,9
1523,15500,limited,2
959,42100,new,10
1508,174200,normal,5
3471,65100,normal,4
1027,472300,normal,6
3377,61100,normal,4
24,48900,normal,4
1895,338000,limited,2
1370,24100,normal,5
334,81900,normal,9
374,53800,normal,5
293,398200,limited,2
3358,161700,normal,4
3404,413800,soldout,1
1402,114400,limited,2
1480,99000,normal,4
489,154300,normal,12
205,216300,normal,8
942,77800,normal,5
1528,495200,normal,8
1365,135900,normal,7
