id,cr,state,daysremaining
173,151900,new,11
3513,51400,limited,2
3530,169000,normal,5
919,31800,normal,10
1537,18500,normal,6
3356,40800,normal,4
810,51900,soldout,1
1933,22700,normal,6
204,58100,normal,8
1523,15500,soldout,1
959,42100,normal,9
1508,174200,normal,4
3471,65100,limited,3
1027,472300,normal,5
3377,61100,limited,3
24,48900,limited,3
1895,338000,soldout,1
1370,24100,normal,4
334,81900,normal,8
374,53800,normal,4
293,398200,soldout,1
3358,161700,limited,3
1990,779000,new,10
1402,114400,soldout,1
1480,99000,limited,3
489,154300,normal,11
205,216300,normal,7
942,77800,normal,4
1528,495200,normal,7
1365,135900,normal,6
