id,cr,state,daysremaining
3547,24100,normal,-1
1385,12200,normal,7
3403,46700,normal,4
3513,53900,normal,7
1985,81700,limited,3
3356,40600,normal,10
1044,48100,normal,8
1796,137500,normal,10
145,13000,normal,9
810,48900,new,7
63,46800,limited,2
3471,80700,limited,3
959,45400,new,10
1370,21900,normal,5
709,62300,new,6
1542,50900,limited,2
1027,451600,normal,5
334,82300,normal,9
374,61100,normal,6
24,48500,limited,3
1508,168100,normal,5
1402,115000,limited,3
1410,309000,normal,4
3424,99700,limited,2
1373,105600,normal,4
82,192300,new,8
1384,26800,new,8
3404,409500,soldout,1
293,398700,limited,2
3358,155500,normal,4
1458,36000,limited,2
