id,cr,state,daysremaining
919,40000,normal,-1
37,52500,normal,9
1778,28800,soldout,1
1461,55200,limited,2
3547,26700,limited,3
1671,67400,normal,7
3422,214100,limited,2
137,14400,normal,4
201,28600,limited,3
63,48900,normal,7
1973,22200,soldout,1
211,80100,normal,9
514,106000,limited,3
3385,220000,normal,4
78,59900,normal,4
843,107000,normal,5
3432,42000,normal,6
379,55000,normal,10
3384,45300,normal,4
773,178600,new,13
301,39600,new,13
3434,392500,normal,4
1402,114400,normal,8
1480,99000,normal,10
1504,243200,normal,5
1893,267200,soldout,1
1689,122400,limited,3
1365,135900,normal,13
293,398200,normal,7
3358,161700,normal,9
3404,413800,normal,6
