id,cr,state,daysremaining
1895,400000,limited,-1
3547,30000,normal,-1
829,101900,new,11
3530,167300,limited,2
135,49600,normal,9
3442,31800,normal,7
173,147400,normal,9
1537,21400,limited,2
1933,22400,normal,4
3438,57000,normal,8
919,31900,normal,5
204,47400,normal,5
1773,42000,normal,5
1448,61100,soldout,1
104,72400,new,10
514,100100,normal,9
3341,162200,soldout,1
3466,193500,normal,11
3344,179700,normal,7
3443,166400,normal,4
688,54300,limited,2
931,87800,normal,4
1539,147400,normal,8
1507,308300,normal,6
1528,493500,soldout,1
1893,259100,normal,10
210,396600,normal,8
3439,215600,soldout,1
1689,115400,normal,11
3359,142500,new,7
1722,197300,normal,5
3398,801800,normal,8
