id,cr,state,daysremaining
37,52100,normal,-1
102,176600,normal,-1
3549,40800,normal,-1
1990,789300,normal,-1
3439,260000,normal,-1
3524,390000,normal,-1
919,31900,normal,7
3530,167300,soldout,1
1537,21400,limited,3
3438,57000,normal,8
3442,31800,normal,7
173,147400,normal,8
829,101900,normal,10
135,49600,normal,8
204,47400,normal,5
1933,22400,limited,3
451,177300,soldout,1
3443,166400,normal,8
207,58100,limited,2
1448,61100,limited,2
3453,75700,soldout,1
688,61200,normal,5
3344,179700,normal,10
1773,42000,normal,5
931,87800,normal,8
3341,162200,limited,3
1399,69900,soldout,1
3431,226500,soldout,1
1365,137600,normal,12
1541,63100,soldout,1
942,86100,normal,10
3389,72800,normal,4
1378,201100,soldout,1
187,72500,soldout,1
396,431600,normal,7
345,97800,new,12
