id,cr,state,daysremaining
1796,142200,limited,2
3513,51400,normal,4
3530,169000,normal,7
1044,46300,soldout,1
145,15700,soldout,1
3356,40800,normal,6
810,51900,limited,3
1933,22700,normal,8
1385,11800,soldout,1
1523,15500,limited,3
102,162200,soldout,1
1508,174200,normal,6
3471,65100,normal,5
1027,472300,new,7
3377,61100,normal,5
24,48900,normal,5
1895,338000,limited,3
1370,24100,new,6
334,81900,new,10
374,53800,normal,6
293,398200,limited,3
3358,161700,normal,5
3404,413800,limited,2
1402,114400,limited,3
1480,99000,normal,5
489,154300,normal,13
205,216300,new,9
942,77800,normal,6
1528,495200,normal,9
1365,135900,normal,8
