id,cr,state,daysremaining
3555,147100,normal,-1
3344,200000,limited,-1
3466,200000,limited,-1
931,100000,limited,-1
301,55000,limited,-1
211,90000,limited,-1
1508,200000,limited,-1
3434,450000,normal,-1
1933,22700,limited,3
3438,58200,normal,7
135,48700,normal,7
204,58100,normal,4
173,151900,normal,7
919,31800,normal,4
3442,29800,normal,6
829,98900,normal,10
779,16000,new,7
1537,18500,soldout,1
374,58900,normal,5
104,89700,limited,3
3377,63200,limited,3
1027,458900,normal,6
1370,23300,normal,5
3471,67700,normal,4
24,58400,normal,4
1895,333900,soldout,1
334,72800,new,10
1378,207400,normal,10
1410,288600,soldout,1
3524,393800,new,9
1384,30800,normal,6
1399,70200,new,9
1426,397100,normal,6
3431,220000,new,8
1541,67600,new,8
82,194000,normal,5
187,70100,normal,9
