id,cr,state,daysremaining
3466,200000,limited,-1
3530,167300,normal,5
1523,17800,limited,2
1537,21400,new,7
3356,40600,limited,3
1044,48100,soldout,1
1796,137500,limited,3
145,13000,limited,2
919,31900,normal,10
204,47400,new,9
1933,22400,normal,7
334,82300,normal,4
3453,75700,normal,6
41,51500,normal,5
451,177300,normal,6
959,45400,normal,4
207,58100,normal,7
1448,61100,new,7
1773,42000,new,10
688,61200,normal,10
3341,162200,normal,8
3404,409500,limited,2
3424,99700,limited,2
82,192300,new,8
1384,26800,new,8
1373,105600,normal,4
1410,309000,normal,4
293,398700,limited,2
3358,155500,normal,4
1402,115000,limited,2
1458,36000,limited,2
