id,cr,state,daysremaining
1544,366700,normal,-1
3551,74600,normal,-1
1506,253100,normal,-1
709,70000,limited,-1
3549,47000,limited,2
1385,11800,normal,5
1796,142200,normal,6
37,52500,limited,2
3513,51400,normal,6
1044,46300,normal,5
1985,87900,soldout,1
145,15700,normal,4
3403,40500,limited,3
3356,40800,new,11
533,539300,limited,3
3377,61100,normal,6
1542,58200,normal,4
24,48900,new,6
102,162200,normal,4
1895,338000,normal,4
104,81600,normal,5
3471,65100,normal,5
374,53800,normal,7
1508,174200,normal,6
1507,310900,limited,3
1689,122400,normal,10
3398,770800,normal,6
1539,137700,normal,4
3359,140200,normal,5
1504,243200,new,12
210,401100,normal,5
1545,318700,normal,5
1893,267200,normal,7
1722,194100,normal,4
