id,cr,state,daysremaining
931,100000,soldout,-1
3403,46700,limited,3
1985,81700,limited,2
3513,53900,normal,6
3356,40600,normal,9
1044,48100,normal,7
1796,137500,normal,9
145,13000,normal,8
1385,12200,normal,5
810,48900,normal,6
63,46800,soldout,1
334,82300,new,10
1542,50900,limited,2
24,48500,normal,4
3471,80700,limited,3
959,45400,new,10
1370,21900,normal,5
374,61100,normal,6
709,62300,new,6
1508,168100,normal,5
1027,451600,normal,5
3404,409500,normal,8
3424,99700,new,8
3434,372000,normal,6
1504,248000,normal,6
1373,105600,new,10
1689,115400,limited,3
293,398700,normal,8
3358,155500,normal,10
1402,115000,normal,8
1893,259100,soldout,1
