id,cr,state,daysremaining
37,52100,normal,-1
102,176600,normal,-1
3549,40800,normal,-1
3439,260000,normal,-1
3524,390000,normal,-1
919,31900,normal,5
779,17700,normal,6
1537,21400,soldout,1
3438,57000,normal,6
3442,31800,normal,5
173,147400,normal,6
829,101900,normal,8
135,49600,normal,6
204,47400,limited,3
1933,22400,soldout,1
514,100100,normal,10
3443,166400,normal,6
104,72400,new,10
533,495800,new,7
3466,193500,normal,11
688,61200,limited,3
3344,179700,normal,8
1773,42000,limited,3
931,87800,normal,6
3341,162200,soldout,1
1578,287200,normal,8
489,155200,normal,13
1365,137600,normal,10
205,214300,normal,7
942,86100,normal,8
3389,72800,limited,2
1990,789300,normal,8
1480,98400,normal,10
396,431600,normal,5
345,97800,normal,10
