id,cr,state,daysremaining
3434,450000,limited,-1
1990,789300,normal,-1
3439,260000,normal,-1
779,17700,normal,5
3438,57000,normal,5
48,98500,new,9
3442,31800,normal,4
173,147400,normal,5
829,101900,normal,7
135,49600,normal,5
919,31900,limited,3
204,47400,limited,2
3422,211200,new,11
3344,179700,normal,9
514,100100,normal,10
931,87800,normal,7
3466,193500,normal,11
3443,166400,normal,6
104,72400,new,10
533,495800,new,7
1773,42000,limited,3
688,61200,limited,3
3341,162200,soldout,1
1378,201100,normal,6
1426,399300,limited,2
82,192300,soldout,1
1384,26800,soldout,1
3431,226500,normal,5
1541,63100,normal,5
187,72500,normal,5
396,431600,normal,11
3524,390000,normal,4
1399,69900,normal,4
