id,cr,state,daysremaining
1410,350000,normal,-1
173,151900,normal,4
3442,29800,limited,3
779,16000,normal,5
919,31800,limited,3
48,106400,normal,8
829,98900,normal,8
3438,58200,normal,4
3454,140400,normal,6
204,58100,soldout,1
135,48700,normal,4
959,42100,limited,2
207,53600,normal,5
3453,86100,normal,6
1448,59900,normal,5
451,176100,normal,5
41,63100,limited,3
1773,37900,new,10
688,62300,normal,8
334,81900,soldout,1
3341,170400,normal,6
3424,91400,soldout,1
1578,290200,normal,5
1990,779000,limited,3
345,106700,normal,6
1481,701600,limited,3
489,154300,normal,4
3398,770800,new,12
3439,229200,normal,4
210,401100,new,11
1722,194100,normal,10
